"Dato";"Region";"Kategori";"Antal borgere"
2021-05-28;Midtjylland;Indlæggelse pga. covid-19;2
2021-05-28;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-05-28;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-05-28;Nordjylland;Indlæggelse pga. covid-19;1
2021-05-28;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-05-28;Sjælland;Indlæggelse pga. covid-19;5
2021-05-28;Syddanmark;Indlæggelse pga. covid-19;3
2021-05-28;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-05-29;;Indlæggelse pga. covid-19;1
2021-05-29;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-05-29;Hovedstaden;Indlæggelse pga. covid-19;12
2021-05-29;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-05-29;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-05-29;Sjælland;Indlæggelse pga. covid-19;1
2021-05-29;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2
2021-05-29;Syddanmark;Indlæggelse pga. covid-19;4
2021-05-30;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-05-30;Hovedstaden;Indlæggelse pga. covid-19;9
2021-05-30;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-05-30;Midtjylland;Indlæggelse pga. covid-19;2
2021-05-30;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-05-30;Sjælland;Indlæggelse pga. covid-19;1
2021-05-30;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-05-30;Syddanmark;Indlæggelse pga. covid-19;2
2021-05-31;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-05-31;Hovedstaden;Indlæggelse pga. covid-19;8
2021-05-31;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-05-31;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-05-31;Midtjylland;Indlæggelse pga. covid-19;7
2021-05-31;Nordjylland;Indlæggelse pga. covid-19;5
2021-05-31;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-05-31;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-05-31;Sjælland;Indlæggelse pga. covid-19;3
2021-05-31;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-05-31;Syddanmark;Indlæggelse pga. covid-19;1
2021-05-31;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-01;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-06-01;Hovedstaden;Indlæggelse pga. covid-19;7
2021-06-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-01;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-01;Midtjylland;Indlæggelse pga. covid-19;3
2021-06-01;Nordjylland;Indlæggelse pga. covid-19;4
2021-06-01;Sjælland;Indlæggelse pga. andre forhold end covid-19;4
2021-06-01;Sjælland;Indlæggelse pga. covid-19;3
2021-06-01;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-01;Syddanmark;Indlæggelse pga. covid-19;2
2021-06-02;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-06-02;Hovedstaden;Indlæggelse pga. covid-19;10
2021-06-02;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-06-02;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-02;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-02;Nordjylland;Indlæggelse pga. covid-19;4
2021-06-02;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-02;Sjælland;Indlæggelse pga. covid-19;1
2021-06-02;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-03;Hovedstaden;Indlæggelse pga. covid-19;9
2021-06-03;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-03;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-03;Nordjylland;Indlæggelse pga. covid-19;3
2021-06-03;Sjælland;Indlæggelse pga. covid-19;6
2021-06-03;Syddanmark;Indlæggelse pga. covid-19;4
2021-06-04;;Indlæggelse pga. covid-19;1
2021-06-04;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-04;Hovedstaden;Indlæggelse pga. covid-19;6
2021-06-04;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-06-04;Midtjylland;Indlæggelse pga. covid-19;3
2021-06-04;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-04;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-04;Sjælland;Indlæggelse pga. andre forhold end covid-19;3
2021-06-04;Sjælland;Indlæggelse pga. covid-19;2
2021-06-04;Syddanmark;Indlæggelse pga. covid-19;2
2021-06-05;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-05;Hovedstaden;Indlæggelse pga. covid-19;5
2021-06-05;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-05;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-05;Nordjylland;Indlæggelse pga. covid-19;2
2021-06-05;Sjælland;Indlæggelse pga. covid-19;1
2021-06-05;Syddanmark;Indlæggelse pga. covid-19;2
2021-06-06;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-06;Hovedstaden;Indlæggelse pga. covid-19;9
2021-06-06;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-06;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-06;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-06;Sjælland;Indlæggelse pga. covid-19;1
2021-06-07;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-06-07;Hovedstaden;Indlæggelse pga. covid-19;4
2021-06-07;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-07;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-07;Midtjylland;Indlæggelse pga. covid-19;4
2021-06-07;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-07;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-07;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-07;Sjælland;Indlæggelse pga. covid-19;3
2021-06-07;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3
2021-06-07;Syddanmark;Indlæggelse pga. covid-19;2
2021-06-08;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-06-08;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-08;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-08;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-08;Sjælland;Indlæggelse pga. covid-19;1
2021-06-08;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-06-08;Syddanmark;Indlæggelse pga. covid-19;3
2021-06-08;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-09;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-06-09;Hovedstaden;Indlæggelse pga. covid-19;7
2021-06-09;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-09;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-09;Midtjylland;Indlæggelse pga. covid-19;6
2021-06-09;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-09;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-09;Nordjylland;Indlæggelse pga. covid-19;2
2021-06-09;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-06-09;Sjælland;Indlæggelse pga. covid-19;2
2021-06-09;Syddanmark;Indlæggelse pga. covid-19;2
2021-06-10;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-06-10;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-10;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-06-10;Nordjylland;Indlæggelse pga. covid-19;2
2021-06-10;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-10;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-10;Sjælland;Indlæggelse pga. covid-19;4
2021-06-10;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-10;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-11;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-11;Hovedstaden;Indlæggelse pga. covid-19;4
2021-06-11;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-11;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-11;Sjælland;Indlæggelse pga. covid-19;2
2021-06-11;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-11;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-12;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-12;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-12;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-12;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-12;Sjælland;Indlæggelse pga. covid-19;2
2021-06-12;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-06-12;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-13;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-06-13;Hovedstaden;Indlæggelse pga. covid-19;7
2021-06-13;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-13;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-13;Nordjylland;Indlæggelse pga. covid-19;2
2021-06-13;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-13;Sjælland;Indlæggelse pga. covid-19;2
2021-06-13;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-14;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-06-14;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-14;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-14;Midtjylland;Indlæggelse pga. covid-19;3
2021-06-14;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-14;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-14;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-14;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-14;Sjælland;Indlæggelse pga. covid-19;1
2021-06-14;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-15;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-06-15;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-15;Midtjylland;Indlæggelse pga. covid-19;4
2021-06-15;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-06-16;Hovedstaden;Indlæggelse pga. covid-19;4
2021-06-16;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-16;Midtjylland;Indlæggelse pga. covid-19;2
2021-06-16;Nordjylland;Indlæggelse pga. covid-19;2
2021-06-16;Sjælland;Indlæggelse pga. covid-19;1
2021-06-17;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-06-17;Hovedstaden;Indlæggelse pga. covid-19;2
2021-06-17;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-17;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-17;Sjælland;Indlæggelse pga. covid-19;1
2021-06-18;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-18;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-18;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-18;Nordjylland;Indlæggelse pga. covid-19;3
2021-06-18;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-18;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-19;Hovedstaden;Indlæggelse pga. covid-19;5
2021-06-19;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-06-19;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-19;Nordjylland;Indlæggelse pga. covid-19;3
2021-06-19;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-20;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-20;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-20;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-20;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-20;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-20;Sjælland;Indlæggelse pga. covid-19;3
2021-06-20;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-20;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-06-21;;Indlæggelse pga. covid-19;1
2021-06-21;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-21;Hovedstaden;Indlæggelse pga. covid-19;1
2021-06-21;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-21;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-21;Sjælland;Indlæggelse pga. covid-19;1
2021-06-21;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-22;Hovedstaden;Indlæggelse pga. covid-19;4
2021-06-22;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-22;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-22;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-23;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-23;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-23;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-23;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-23;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-23;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-23;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-24;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-24;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-24;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-24;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-24;Syddanmark;Indlæggelse pga. covid-19;2
2021-06-25;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-06-25;Hovedstaden;Indlæggelse pga. covid-19;1
2021-06-25;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-25;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-25;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-25;Sjælland;Indlæggelse pga. covid-19;2
2021-06-26;;Indlæggelse pga. andre forhold end covid-19;1
2021-06-26;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-26;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-26;Nordjylland;Indlæggelse pga. covid-19;1
2021-06-26;Syddanmark;Indlæggelse pga. covid-19;1
2021-06-27;Hovedstaden;Indlæggelse pga. covid-19;2
2021-06-27;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-27;Sjælland;Indlæggelse pga. covid-19;2
2021-06-28;Hovedstaden;Indlæggelse pga. covid-19;3
2021-06-29;;Indlæggelse pga. covid-19;1
2021-06-29;Hovedstaden;Indlæggelse pga. covid-19;1
2021-06-29;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-06-29;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-30;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-06-30;Hovedstaden;Indlæggelse pga. covid-19;2
2021-06-30;Midtjylland;Indlæggelse pga. covid-19;1
2021-06-30;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-06-30;Sjælland;Indlæggelse pga. covid-19;1
2021-06-30;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-01;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-01;Hovedstaden;Indlæggelse pga. covid-19;4
2021-07-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-01;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-01;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-01;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-07-01;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-07-02;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-02;Hovedstaden;Indlæggelse pga. covid-19;1
2021-07-02;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-07-02;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-07-03;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-03;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-04;Hovedstaden;Indlæggelse pga. covid-19;2
2021-07-04;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-04;Sjælland;Indlæggelse pga. covid-19;2
2021-07-05;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-07-05;Hovedstaden;Indlæggelse pga. covid-19;3
2021-07-05;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-05;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-06;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-06;Hovedstaden;Indlæggelse pga. covid-19;3
2021-07-06;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-06;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-06;Sjælland;Indlæggelse pga. covid-19;1
2021-07-07;Hovedstaden;Indlæggelse pga. covid-19;1
2021-07-07;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-07;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-07;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-07;Sjælland;Indlæggelse pga. covid-19;3
2021-07-07;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-08;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-07-08;Hovedstaden;Indlæggelse pga. covid-19;3
2021-07-08;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-08;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-08;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-08;Sjælland;Indlæggelse pga. covid-19;1
2021-07-09;Hovedstaden;Indlæggelse pga. covid-19;4
2021-07-09;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-09;Sjælland;Indlæggelse pga. covid-19;1
2021-07-09;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-10;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-10;Hovedstaden;Indlæggelse pga. covid-19;1
2021-07-10;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-10;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-07-10;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-11;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-07-11;Hovedstaden;Indlæggelse pga. covid-19;6
2021-07-11;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-11;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-11;Sjælland;Indlæggelse pga. covid-19;1
2021-07-11;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-12;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-12;Hovedstaden;Indlæggelse pga. covid-19;6
2021-07-12;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-12;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-12;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-12;Sjælland;Indlæggelse pga. covid-19;1
2021-07-12;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-07-12;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-13;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-07-13;Hovedstaden;Indlæggelse pga. covid-19;9
2021-07-13;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-13;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-13;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-13;Sjælland;Indlæggelse pga. covid-19;2
2021-07-14;Hovedstaden;Indlæggelse pga. covid-19;4
2021-07-14;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-07-14;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-14;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-14;Sjælland;Indlæggelse pga. covid-19;3
2021-07-14;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-15;;Indlæggelse pga. covid-19;1
2021-07-15;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-15;Hovedstaden;Indlæggelse pga. covid-19;3
2021-07-15;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-07-15;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-15;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-15;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-15;Sjælland;Indlæggelse pga. covid-19;2
2021-07-15;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-15;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-15;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-16;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-16;Hovedstaden;Indlæggelse pga. covid-19;7
2021-07-16;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-16;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-16;Sjælland;Indlæggelse pga. covid-19;1
2021-07-16;Syddanmark;Indlæggelse pga. covid-19;3
2021-07-16;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-17;;Indlæggelse pga. covid-19;1
2021-07-17;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-07-17;Hovedstaden;Indlæggelse pga. covid-19;1
2021-07-17;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-17;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-17;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-17;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-17;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-18;Hovedstaden;Indlæggelse pga. covid-19;5
2021-07-18;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-18;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-18;Sjælland;Indlæggelse pga. covid-19;2
2021-07-18;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-19;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-07-19;Hovedstaden;Indlæggelse pga. covid-19;7
2021-07-19;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-07-19;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-19;Sjælland;Indlæggelse pga. covid-19;3
2021-07-19;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-19;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-20;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-20;Hovedstaden;Indlæggelse pga. covid-19;7
2021-07-20;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-20;Sjælland;Indlæggelse pga. covid-19;1
2021-07-20;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-20;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-21;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-21;Hovedstaden;Indlæggelse pga. covid-19;4
2021-07-21;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-07-21;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-21;Midtjylland;Indlæggelse pga. covid-19;4
2021-07-21;Sjælland;Indlæggelse pga. covid-19;1
2021-07-21;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-22;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-07-22;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-22;Midtjylland;Indlæggelse pga. covid-19;4
2021-07-22;Sjælland;Indlæggelse pga. covid-19;3
2021-07-22;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-22;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-23;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-07-23;Hovedstaden;Indlæggelse pga. covid-19;3
2021-07-23;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-07-23;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-23;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-23;Sjælland;Indlæggelse pga. covid-19;1
2021-07-23;Syddanmark;Indlæggelse pga. covid-19;1
2021-07-24;Hovedstaden;Indlæggelse pga. covid-19;4
2021-07-24;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-24;Midtjylland;Indlæggelse pga. covid-19;2
2021-07-24;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-25;;Indlæggelse pga. covid-19;1
2021-07-25;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-07-25;Hovedstaden;Indlæggelse pga. covid-19;3
2021-07-25;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-25;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-25;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-25;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-25;Sjælland;Indlæggelse pga. covid-19;3
2021-07-25;Syddanmark;Indlæggelse pga. covid-19;5
2021-07-26;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-07-26;Hovedstaden;Indlæggelse pga. covid-19;5
2021-07-26;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-26;Midtjylland;Indlæggelse pga. covid-19;4
2021-07-26;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-26;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-07-26;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-26;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-27;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-07-27;Hovedstaden;Indlæggelse pga. covid-19;7
2021-07-27;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-07-27;Midtjylland;Indlæggelse pga. covid-19;5
2021-07-27;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-27;Sjælland;Indlæggelse pga. covid-19;1
