"Kommune";"Kommunenavn";"Aldersgruppe";"Bekræftede tilfælde i alt";"Dagsdato"
219;Hillerød;40-64;11495;2022-11-14
223;Hørsholm;40-64;5006;2022-11-14
230;Rudersdal;40-64;11479;2022-11-14
240;Egedal;40-64;9733;2022-11-14
250;Frederikssund;40-64;9310;2022-11-14
253;Greve;40-64;11025;2022-11-14
259;Køge;40-64;12606;2022-11-14
260;Halsnæs;40-64;6032;2022-11-14
265;Roskilde;40-64;18199;2022-11-14
269;Solrød;40-64;5141;2022-11-14
270;Gribskov;40-64;8240;2022-11-14
306;Odsherred;40-64;5101;2022-11-14
316;Holbæk;40-64;13380;2022-11-14
320;Faxe;40-64;7023;2022-11-14
326;Kalundborg;40-64;8374;2022-11-14
329;Ringsted;40-64;6726;2022-11-14
330;Slagelse;40-64;14241;2022-11-14
336;Stevns;40-64;4521;2022-11-14
340;Sorø;40-64;5578;2022-11-14
350;Lejre;40-64;5861;2022-11-14
360;Lolland;40-64;7139;2022-11-14
370;Næstved;40-64;15869;2022-11-14
376;Guldborgsund;40-64;11212;2022-11-14
390;Vordingborg;40-64;7767;2022-11-14
400;Bornholm;40-64;7572;2022-11-14
410;Middelfart;40-64;7557;2022-11-14
420;Assens;40-64;7133;2022-11-14
430;Faaborg-Midtfyn;40-64;9501;2022-11-14
440;Kerteminde;40-64;4496;2022-11-14
450;Nyborg;40-64;6183;2022-11-14
461;Odense;40-64;33715;2022-11-14
479;Svendborg;40-64;11206;2022-11-14
480;Nordfyn;40-64;5609;2022-11-14
482;Langeland;40-64;2022;2022-11-14
492;Ærø;40-64;1022;2022-11-14
510;Haderslev;40-64;10111;2022-11-14
530;Billund;40-64;4888;2022-11-14
540;Sønderborg;40-64;13781;2022-11-14
550;Tønder;40-64;6249;2022-11-14
561;Esbjerg;40-64;20839;2022-11-14
563;Fanø;40-64;543;2022-11-14
573;Varde;40-64;8866;2022-11-14
575;Vejen;40-64;7640;2022-11-14
580;Aabenraa;40-64;11095;2022-11-14
607;Fredericia;40-64;9537;2022-11-14
615;Horsens;40-64;17358;2022-11-14
621;Kolding;40-64;17319;2022-11-14
630;Vejle;40-64;21665;2022-11-14
657;Herning;40-64;17223;2022-11-14
661;Holstebro;40-64;11247;2022-11-14
665;Lemvig;40-64;3684;2022-11-14
671;Struer;40-64;3972;2022-11-14
706;Syddjurs;40-64;7647;2022-11-14
707;Norddjurs;40-64;6260;2022-11-14
710;Favrskov;40-64;9611;2022-11-14
727;Odder;40-64;4429;2022-11-14
730;Randers;40-64;18723;2022-11-14
740;Silkeborg;40-64;18960;2022-11-14
741;Samsø;40-64;520;2022-11-14
746;Skanderborg;40-64;12963;2022-11-14
751;Århus;40-64;52626;2022-11-14
756;Ikast-Brande;40-64;7898;2022-11-14
760;Ringkøbing-Skjern;40-64;10068;2022-11-14
766;Hedensted;40-64;9401;2022-11-14
773;Morsø;40-64;3803;2022-11-14
779;Skive;40-64;8574;2022-11-14
787;Thisted;40-64;8135;2022-11-14
791;Viborg;40-64;18831;2022-11-14
810;Brønderslev;40-64;7110;2022-11-14
813;Frederikshavn;40-64;11969;2022-11-14
820;Vesthimmerland;40-64;6849;2022-11-14
825;Læsø;40-64;229;2022-11-14
840;Rebild;40-64;5932;2022-11-14
846;Mariagerfjord;40-64;8242;2022-11-14
849;Jammerbugt;40-64;7275;2022-11-14
851;Aalborg;40-64;36536;2022-11-14
860;Hjørring;40-64;12719;2022-11-14
957;;40-64;1;2022-11-14
961;;40-64;1;2022-11-14
;;65-79;667;2022-11-14
011;;65-79;43;2022-11-14
012;;65-79;1;2022-11-14
019;;65-79;9;2022-11-14
101;København;65-79;17691;2022-11-14
147;Frederiksberg;65-79;4421;2022-11-14
151;Ballerup;65-79;2241;2022-11-14
153;Brøndby;65-79;1845;2022-11-14
155;Dragør;65-79;930;2022-11-14
157;Gentofte;65-79;4080;2022-11-14
159;Gladsaxe;65-79;2890;2022-11-14
161;Glostrup;65-79;1112;2022-11-14
163;Herlev;65-79;1436;2022-11-14
165;Albertslund;65-79;1314;2022-11-14
167;Hvidovre;65-79;2552;2022-11-14
169;Høje Tåstrup;65-79;2392;2022-11-14
173;Lyngby-Taarbæk;65-79;2643;2022-11-14
175;Rødovre;65-79;1829;2022-11-14
183;Ishøj;65-79;1107;2022-11-14
185;Tårnby;65-79;2102;2022-11-14
187;Vallensbæk;65-79;901;2022-11-14
190;Furesø;65-79;2182;2022-11-14
201;Allerød;65-79;1505;2022-11-14
210;Fredensborg;65-79;2555;2022-11-14
217;Helsingør;65-79;3638;2022-11-14
219;Hillerød;65-79;2864;2022-11-14
223;Hørsholm;65-79;1727;2022-11-14
230;Rudersdal;65-79;3159;2022-11-14
240;Egedal;65-79;2088;2022-11-14
250;Frederikssund;65-79;2587;2022-11-14
253;Greve;65-79;2898;2022-11-14
259;Køge;65-79;3175;2022-11-14
260;Halsnæs;65-79;1901;2022-11-14
265;Roskilde;65-79;4579;2022-11-14
269;Solrød;65-79;1337;2022-11-14
270;Gribskov;65-79;2709;2022-11-14
306;Odsherred;65-79;1977;2022-11-14
316;Holbæk;65-79;3800;2022-11-14
320;Faxe;65-79;1931;2022-11-14
326;Kalundborg;65-79;2662;2022-11-14
329;Ringsted;65-79;1567;2022-11-14
330;Slagelse;65-79;4101;2022-11-14
336;Stevns;65-79;1356;2022-11-14
340;Sorø;65-79;1513;2022-11-14
350;Lejre;65-79;1592;2022-11-14
360;Lolland;65-79;2986;2022-11-14
370;Næstved;65-79;4558;2022-11-14
376;Guldborgsund;65-79;4302;2022-11-14
390;Vordingborg;65-79;2851;2022-11-14
400;Bornholm;65-79;3249;2022-11-14
410;Middelfart;65-79;2271;2022-11-14
420;Assens;65-79;2052;2022-11-14
430;Faaborg-Midtfyn;65-79;3096;2022-11-14
440;Kerteminde;65-79;1445;2022-11-14
450;Nyborg;65-79;2084;2022-11-14
461;Odense;65-79;9586;2022-11-14
479;Svendborg;65-79;3981;2022-11-14
480;Nordfyn;65-79;1749;2022-11-14
482;Langeland;65-79;967;2022-11-14
492;Ærø;65-79;558;2022-11-14
510;Haderslev;65-79;3181;2022-11-14
530;Billund;65-79;1437;2022-11-14
540;Sønderborg;65-79;4289;2022-11-14
550;Tønder;65-79;2298;2022-11-14
561;Esbjerg;65-79;6613;2022-11-14
563;Fanø;65-79;310;2022-11-14
573;Varde;65-79;2846;2022-11-14
575;Vejen;65-79;2151;2022-11-14
580;Aabenraa;65-79;3794;2022-11-14
607;Fredericia;65-79;2827;2022-11-14
615;Horsens;65-79;4591;2022-11-14
621;Kolding;65-79;4774;2022-11-14
630;Vejle;65-79;5679;2022-11-14
657;Herning;65-79;5124;2022-11-14
661;Holstebro;65-79;3750;2022-11-14
665;Lemvig;65-79;1488;2022-11-14
671;Struer;65-79;1513;2022-11-14
706;Syddjurs;65-79;2433;2022-11-14
707;Norddjurs;65-79;2089;2022-11-14
710;Favrskov;65-79;2339;2022-11-14
727;Odder;65-79;1386;2022-11-14
730;Randers;65-79;5181;2022-11-14
740;Silkeborg;65-79;5503;2022-11-14
741;Samsø;65-79;211;2022-11-14
746;Skanderborg;65-79;3299;2022-11-14
751;Århus;65-79;13718;2022-11-14
756;Ikast-Brande;65-79;2379;2022-11-14
760;Ringkøbing-Skjern;65-79;3310;2022-11-14
766;Hedensted;65-79;2627;2022-11-14
773;Morsø;65-79;1491;2022-11-14
779;Skive;65-79;2844;2022-11-14
787;Thisted;65-79;3109;2022-11-14
791;Viborg;65-79;5805;2022-11-14
810;Brønderslev;65-79;2361;2022-11-14
813;Frederikshavn;65-79;4476;2022-11-14
820;Vesthimmerland;65-79;2440;2022-11-14
825;Læsø;65-79;99;2022-11-14
840;Rebild;65-79;1632;2022-11-14
846;Mariagerfjord;65-79;2681;2022-11-14
849;Jammerbugt;65-79;2515;2022-11-14
851;Aalborg;65-79;10401;2022-11-14
860;Hjørring;65-79;4465;2022-11-14
961;;65-79;1;2022-11-14
;;80+;152;2022-11-14
011;;80+;5;2022-11-14
101;København;80+;4406;2022-11-14
147;Frederiksberg;80+;1551;2022-11-14
151;Ballerup;80+;830;2022-11-14
153;Brøndby;80+;538;2022-11-14
155;Dragør;80+;286;2022-11-14
157;Gentofte;80+;1256;2022-11-14
159;Gladsaxe;80+;891;2022-11-14
161;Glostrup;80+;384;2022-11-14
163;Herlev;80+;498;2022-11-14
165;Albertslund;80+;324;2022-11-14
167;Hvidovre;80+;778;2022-11-14
169;Høje Tåstrup;80+;602;2022-11-14
173;Lyngby-Taarbæk;80+;864;2022-11-14
175;Rødovre;80+;543;2022-11-14
183;Ishøj;80+;244;2022-11-14
185;Tårnby;80+;600;2022-11-14
187;Vallensbæk;80+;234;2022-11-14
190;Furesø;80+;674;2022-11-14
201;Allerød;80+;479;2022-11-14
210;Fredensborg;80+;652;2022-11-14
217;Helsingør;80+;962;2022-11-14
219;Hillerød;80+;742;2022-11-14
223;Hørsholm;80+;603;2022-11-14
230;Rudersdal;80+;1212;2022-11-14
240;Egedal;80+;511;2022-11-14
250;Frederikssund;80+;629;2022-11-14
253;Greve;80+;651;2022-11-14
259;Køge;80+;657;2022-11-14
260;Halsnæs;80+;432;2022-11-14
265;Roskilde;80+;1176;2022-11-14
269;Solrød;80+;266;2022-11-14
270;Gribskov;80+;669;2022-11-14
306;Odsherred;80+;415;2022-11-14
316;Holbæk;80+;838;2022-11-14
320;Faxe;80+;464;2022-11-14
326;Kalundborg;80+;613;2022-11-14
329;Ringsted;80+;386;2022-11-14
330;Slagelse;80+;1071;2022-11-14
336;Stevns;80+;331;2022-11-14
340;Sorø;80+;361;2022-11-14
350;Lejre;80+;334;2022-11-14
360;Lolland;80+;813;2022-11-14
370;Næstved;80+;1139;2022-11-14
376;Guldborgsund;80+;1124;2022-11-14
390;Vordingborg;80+;672;2022-11-14
400;Bornholm;80+;836;2022-11-14
410;Middelfart;80+;516;2022-11-14
420;Assens;80+;569;2022-11-14
430;Faaborg-Midtfyn;80+;754;2022-11-14
440;Kerteminde;80+;415;2022-11-14
450;Nyborg;80+;522;2022-11-14
461;Odense;80+;2310;2022-11-14
479;Svendborg;80+;992;2022-11-14
480;Nordfyn;80+;433;2022-11-14
482;Langeland;80+;236;2022-11-14
492;Ærø;80+;158;2022-11-14
510;Haderslev;80+;815;2022-11-14
530;Billund;80+;377;2022-11-14
540;Sønderborg;80+;1280;2022-11-14
550;Tønder;80+;534;2022-11-14
561;Esbjerg;80+;1580;2022-11-14
563;Fanø;80+;45;2022-11-14
573;Varde;80+;807;2022-11-14
575;Vejen;80+;649;2022-11-14
580;Aabenraa;80+;984;2022-11-14
607;Fredericia;80+;736;2022-11-14
615;Horsens;80+;993;2022-11-14
621;Kolding;80+;1151;2022-11-14
630;Vejle;80+;1313;2022-11-14
657;Herning;80+;1278;2022-11-14
661;Holstebro;80+;864;2022-11-14
665;Lemvig;80+;380;2022-11-14
671;Struer;80+;338;2022-11-14
706;Syddjurs;80+;525;2022-11-14
707;Norddjurs;80+;466;2022-11-14
710;Favrskov;80+;458;2022-11-14
727;Odder;80+;330;2022-11-14
730;Randers;80+;1306;2022-11-14
740;Silkeborg;80+;1162;2022-11-14
741;Samsø;80+;49;2022-11-14
746;Skanderborg;80+;658;2022-11-14
751;Århus;80+;3137;2022-11-14
756;Ikast-Brande;80+;544;2022-11-14
760;Ringkøbing-Skjern;80+;864;2022-11-14
766;Hedensted;80+;583;2022-11-14
773;Morsø;80+;426;2022-11-14
779;Skive;80+;752;2022-11-14
787;Thisted;80+;801;2022-11-14
791;Viborg;80+;1331;2022-11-14
810;Brønderslev;80+;617;2022-11-14
813;Frederikshavn;80+;1073;2022-11-14
820;Vesthimmerland;80+;682;2022-11-14
825;Læsø;80+;19;2022-11-14
840;Rebild;80+;390;2022-11-14
846;Mariagerfjord;80+;664;2022-11-14
849;Jammerbugt;80+;599;2022-11-14
851;Aalborg;80+;2828;2022-11-14
860;Hjørring;80+;1178;2022-11-14
